Date,Copper_US_Tonne,Cobalt_US_Tonne,Oil_US_barrel,Maize_K_50Kg
4-Aug-08,7905,42196.044,118.25,56.2275
5-Aug-08,7809.5,42196.044,115.85,56.2275
6-Aug-08,7871,42196.044,116.26,56.2275
7-Aug-08,7826,42196.044,116.69,56.2275
8-Aug-08,7550,42196.044,111.39,56.2275
11-Aug-08,7460.5,42196.044,111.75,56.2275
12-Aug-08,7261,42196.044,110.6,56.2275
13-Aug-08,7318,42196.044,111.42,56.2275
14-Aug-08,7640,42196.044,109.5,56.2275
15-Aug-08,7310,42196.044,111.41,56.2275
18-Aug-08,7432,42196.044,112.36,56.2275
19-Aug-08,7477,42196.044,118.7,56.2275
20-Aug-08,7670,42196.044,111.77,56.2275
21-Aug-08,7842,42196.044,112.48,56.2275
22-Aug-08,7861,42196.044,112.36,56.2275
25-Aug-08,7861,42196.044,114.02,56.2275
26-Aug-08,7581,42196.044,112.36,56.2275
27-Aug-08,7626,42196.044,114.02,56.2275
28-Aug-08,7648,42196.044,111.56,56.2275
29-Aug-08,7510,42196.044,111.59,56.2275
1-Sep-08,7371,87059.654,107.72,56.2275
2-Sep-08,7225,87059.654,106.46,56.2275
3-Sep-08,7225,87059.654,106.46,56.2275
4-Sep-08,7420,87059.654,103.33,56.2275
5-Sep-08,7075,87059.654,102.26,56.2275
8-Sep-08,6990,87059.654,101.83,56.2275
9-Sep-08,6926,87059.654,97.78,56.2275
10-Sep-08,6861,87059.654,99.85,56.2275
11-Sep-08,6900,87059.654,96.83,56.2275
12-Sep-08,7096,87059.654,96.16,56.2275
15-Sep-08,6879,87059.654,89.26,56.2275
16-Sep-08,6841,87059.654,88.44,56.2275
17-Sep-08,6932,87059.654,91.76,56.2275
18-Sep-08,6932,87059.654,92.35,56.2275
19-Sep-08,6900,87059.654,96.73,56.2275
22-Sep-08,7166,87059.654,102.26,56.2275
23-Sep-08,7090,87059.654,99.18,56.2275
24-Sep-08,6995,87059.654,97.1,56.2275
25-Sep-08,6905,87059.654,99.37,56.2275
26-Sep-08,6926,87059.654,99.08,56.2275
29-Sep-08,6590,87059.654,88.69,56.2275
30-Sep-08,6419,87059.654,96.17,56.2275
1-Oct-08,6379,54012.7,93.79,56.2275
2-Oct-08,6221,54012.7,89.07,56.2275
3-Oct-08,5960,54012.7,88.01,56.2275
6-Oct-08,5706,54012.7,83.28,56.2275
7-Oct-08,5739,54012.7,82.62,56.2275
8-Oct-08,5505,54012.7,81.61,56.2275
9-Oct-08,5402,54012.7,77.99,56.2275
10-Oct-08,5000,54012.7,73.12,56.2275
13-Oct-08,5031,54012.7,75.15,56.2275
14-Oct-08,5555,54012.7,71.66,56.2275
15-Oct-08,5126,54012.7,68.59,56.2275
16-Oct-08,4880,54012.7,66.34,56.2275
17-Oct-08,4701,54012.7,65.44,56.2275
20-Oct-08,4875.5,54012.7,69.64,56.2275
21-Oct-08,4490,54012.7,64.98,56.2275
22-Oct-08,4286,54012.7,60.88,56.2275
23-Oct-08,3986,54012.7,63.93,56.2275
24-Oct-08,3721,54012.7,58.95,56.2275
27-Oct-08,3686,54012.7,56.55,56.2275
28-Oct-08,4129,54012.7,59.38,56.2275
29-Oct-08,4420,54012.7,62.96,56.2275
30-Oct-08,4497,54012.7,59.72,56.2275
31-Oct-08,3995,54012.7,62.59,56.2275
3-Nov-08,3960,54012.7,58.13,56.2275
4-Nov-08,4231,54012.7,63.61,56.2275
5-Nov-08,4071,54012.7,60,56.2275
6-Nov-08,3890,54012.7,55.4,56.2275
7-Nov-08,3761,54012.7,55.83,56.2275
10-Nov-08,4005,54012.7,56.59,56.2275
11-Nov-08,3690.5,54012.7,54,56.2275
12-Nov-08,3592,54012.7,50.87,56.2275
13-Nov-08,3591,54012.7,54.61,56.2275
14-Nov-08,3722,54012.7,51,56.2275
17-Nov-08,3580.5,54012.7,49.86,56.2275
18-Nov-08,3590,54012.7,49.44,56.2275
19-Nov-08,3565,54012.7,48.68,56.2275
20-Nov-08,3430.5,54012.7,44.29,56.2275
21-Nov-08,3470.5,54012.7,46.55,56.2275
24-Nov-08,3715.5,54012.7,50.51,56.2275
25-Nov-08,3565.5,54012.7,47.09,56.2275
26-Nov-08,3742,54012.7,51.4,56.2275
27-Nov-08,3665,54012.7,50.53,56.2275
28-Nov-08,3581,54012.7,51.84,56.2275
1-Dec-08,3595.5,54012.7,44.98,56.2275
2-Dec-08,3530.5,54012.7,43.37,56.2275
3-Dec-08,3423,54012.7,43.06,56.2275
4-Dec-08,3360.5,54012.7,41.72,56.2275
5-Dec-08,3050.5,54012.7,38,56.2275
8-Dec-08,3141,54012.7,40.61,56.2275
9-Dec-08,3120,54012.7,38.64,56.2275
10-Dec-08,3180.5,54012.7,39.95,56.2275
11-Dec-08,3232.5,54012.7,43.94,56.2275
12-Dec-08,2982,54012.7,46.48,56.2275
15-Dec-08,3075.5,54012.7,44.91,56.2275
16-Dec-08,3020.5,54012.7,44.58,56.2275
17-Dec-08,3000,54012.7,43.36,56.2275
18-Dec-08,2885.5,54012.7,42.24,56.2275
19-Dec-08,2826,54012.7,43.61,56.2275
22-Dec-08,2910.5,54012.7,39.55,56.2275
23-Dec-08,2850.5,54012.7,39.21,56.2275
24-Dec-08,2850.5,54012.7,35.16,56.2275
25-Dec-08,2850.5,54012.7,35.16,56.2275
26-Dec-08,2851.5,54013.7,35.16,56.2275
29-Dec-08,2852.5,54014.7,35.16,56.2275
30-Dec-08,2853.5,54015.7,35.16,56.2275
31-Dec-08,2854.5,54016.7,35.16,56.2275
1-Jan-09,2855.5,54017.7,35.16,56.2275
2-Jan-09,3071,14555.89162,43.96,56.2275
5-Jan-09,3101,14555.89162,45.95,56.2275
6-Jan-09,3332,14555.89162,46.99,56.2275
7-Jan-09,3390.5,14555.89162,41.99,56.2275
8-Jan-09,3170.5,14555.89162,42.11,56.2275
9-Jan-09,3280,14555.89162,40.9,56.2275
12-Jan-09,3171.5,14555.89162,38.9,56.2275
13-Jan-09,3139,14555.89162,40.62,56.2275
14-Jan-09,3274,14555.89162,39.77,56.2275
15-Jan-09,3210.5,14555.89162,46.03,56.2275
16-Jan-09,3343,14555.89162,45.05,56.2275
19-Jan-09,3321,14555.89162,43.5,56.2275
20-Jan-09,3275.5,14555.89162,42.32,56.2275
21-Jan-09,3211,14555.89162,44.39,56.2275
22-Jan-09,3155,14555.89162,43.72,56.2275
23-Jan-09,3050.5,14555.89162,46.53,56.2275
26-Jan-09,3281,14555.89162,45.39,56.2275
27-Jan-09,3330.5,14555.89162,42.74,56.2275
28-Jan-09,3295,14555.89162,44.75,56.2275
29-Jan-09,3125.5,14555.89162,44.9,56.2275
30-Jan-09,3106,14555.89162,45.14,56.2275
2-Feb-09,3145.5,22709.60503,40.36,56.2275
3-Feb-09,3201,22709.60503,40.82,56.2275
4-Feb-09,3320,22709.60503,39.98,56.2275
5-Feb-09,3350.5,22709.60503,42.05,56.2275
6-Feb-09,3440.5,22709.60503,40.25,56.2275
9-Feb-09,3526.91908,22709.60503,40.3,56.2275
10-Feb-09,3461.00154,22709.60503,39.3,56.2275
11-Feb-09,3377.00628,22709.60503,44.27,56.2275
12-Feb-09,3350.55108,22709.60503,45.47,56.2275
13-Feb-09,3406.98884,22709.60503,44.4,56.2275
16-Feb-09,3271.40594,22709.60503,43.37,56.2275
17-Feb-09,3270.96502,22709.60503,40.11,56.2275
18-Feb-09,3151.4757,22709.60503,39.66,56.2275
19-Feb-09,3291.02688,22709.60503,41.35,56.2275
20-Feb-09,3149.93248,22709.60503,41.31,56.2275
23-Feb-09,3205.4884,22709.60503,40.26,56.2275
24-Feb-09,3190.49712,22709.60503,42.23,56.2275
25-Feb-09,3350.55108,22709.60503,43.67,56.2275
26-Feb-09,3442.92382,22709.60503,45.27,56.2275
27-Feb-09,3390.01342,22709.60503,44.96,56.2275
2-Mar-09,3330.0483,8487.71,38.47,56.2275
3-Mar-09,3479.9611,8487.71,40.17,56.2275
4-Mar-09,3544.9968,8487.71,42.75,56.2275
5-Mar-09,3640.45598,8487.71,40.31,56.2275
6-Mar-09,3692.92546,8487.71,42.32,56.2275
9-Mar-09,3567.0428,8487.71,42.41,56.2275
10-Mar-09,3667.57256,8487.71,41.83,56.2275
11-Mar-09,3636.04678,8487.71,39.7,56.2275
12-Mar-09,3494.07054,8487.71,43.32,56.2275
13-Mar-09,3671.09992,8487.71,42.95,56.2275
16-Mar-09,3690,8487.71,44.42,56.2275
17-Mar-09,3761,8487.71,46.26,56.2275
18-Mar-09,3740,8487.71,47.47,56.2275
19-Mar-09,3930,8487.71,48.83,56.2275
20-Mar-09,3911,8487.71,49.92,56.2275
23-Mar-09,4006.5,8487.71,51.7,56.2275
24-Mar-09,3911,8487.71,51.46,56.2275
25-Mar-09,3890,8487.71,50.16,56.2275
26-Mar-09,4078,8487.71,51.66,56.2275
27-Mar-09,3946,8487.71,50.4,56.2275
30-Mar-09,3872,8487.71,46.82,56.2275
31-Mar-09,4035,8487.71,47.24,56.2275
1-Apr-09,3963.5,30114.836,46.11,56.2275
2-Apr-09,4110.5,30114.836,49.93,56.2275
3-Apr-09,4130,30114.836,50.53,56.2275
6-Apr-09,4330.5,30114.836,49.47,56.2275
7-Apr-09,4309,30114.836,47.22,56.2275
8-Apr-09,4305,30114.836,49.06,56.2275
9-Apr-09,4465,30114.836,51.01,56.2275
10-Apr-09,4466,30115.836,51.01,56.2275
13-Apr-09,4467,30116.836,51.01,56.2275
14-Apr-09,4582,30114.836,50.95,56.2275
15-Apr-09,4750,30114.836,51.71,56.2275
16-Apr-09,4766,30114.836,51.43,56.2275
17-Apr-09,4725,30114.836,51.88,56.2275
20-Apr-09,4636,30114.836,48.22,56.2275
21-Apr-09,4402.5,30114.836,48.99,56.2275
22-Apr-09,4447,30114.836,48.51,56.2275
23-Apr-09,4541,30114.836,48.96,56.2275
24-Apr-09,4362,30114.836,50.45,56.2275
27-Apr-09,4305.5,30114.836,49.23,56.2275
28-Apr-09,4185,30114.836,48.15,56.2275
29-Apr-09,4300.5,30114.836,49.74,56.2275
30-Apr-09,4501,30114.836,49.73,56.2275
1-May-09,4502,30115.836,49.73,56.2275
4-May-09,4501,25661.544,52.22,56.2275
5-May-09,4640,25661.544,52.27,56.2275
6-May-09,4591,25661.544,54.5,56.2275
7-May-09,4760,25661.544,54.26,56.2275
8-May-09,4752,25661.544,56.45,56.2275
11-May-09,4527,25661.544,55.28,56.2275
12-May-09,4527,25661.544,55.65,56.2275
13-May-09,4508,25661.544,55.44,56.2275
14-May-09,4309,25661.544,55.48,56.2275
15-May-09,4348,25661.544,55.12,56.2275
18-May-09,4400,25661.544,57.67,56.2275
19-May-09,4601,25661.544,57.52,56.2275
20-May-09,4539,25661.544,59.37,56.2275
21-May-09,4504,25661.544,58.88,56.2275
22-May-09,4586,25661.544,59.67,56.2275
25-May-09,4587,25662.544,59.67,56.2275
26-May-09,4538,25661.544,60.21,56.2275
27-May-09,4661,25661.544,60.61,56.2275
28-May-09,4637,25661.544,62.79,56.2275
29-May-09,4776,25661.544,64.69,56.2275
1-Jun-09,4946.90194,28130.696,65.03,56.2275
2-Jun-09,5026.04708,28130.696,65.67,56.2275
3-Jun-09,4951.5316,28130.696,64.03,56.2275
4-Jun-09,4869.9614,28130.696,67.26,56.2275
5-Jun-09,5068.3754,28130.696,66.78,56.2275
8-Jun-09,4936.0994,28130.696,67.11,56.2275
9-Jun-09,5046.99078,28130.696,69.3,56.2275
10-Jun-09,5179.92816,28130.696,69.22,56.2275
11-Jun-09,5265.90756,28130.696,69.65,56.2275
12-Jun-09,5239.89328,28130.696,69.52,56.2275
15-Jun-09,5075,28130.696,68.77,56.2275
16-Jun-09,5049,28130.696,69.08,56.2275
17-Jun-09,4903,28130.696,69.55,56.2275
18-Jun-09,4901,28130.696,70.17,56.2275
19-Jun-09,5020,28130.696,68.39,56.2275
22-Jun-09,4821,28130.696,65.85,56.2275
23-Jun-09,4810,28130.696,67.18,56.2275
24-Jun-09,4890.5,28130.696,67.18,56.2275
25-Jun-09,5023.5,28130.696,69.45,56.2275
26-Jun-09,5101.5,28130.696,68.63,56.2275
29-Jun-09,5085.5,28130.696,70.59,56.2275
30-Jun-09,5108,28130.696,69.46,56.2275
1-Jul-09,5042,32076.93,67.27,56.2275
2-Jul-09,5006,32076.93,64.85,56.2275
3-Jul-09,4991,32076.93,65.72,56.2275
6-Jul-09,4992,32077.93,65.72,56.2275
7-Jul-09,4993,32078.93,65.72,56.2275
8-Jul-09,4850,32076.93,59.73,56.2275
9-Jul-09,4821,32076.93,60.2,56.2275
10-Jul-09,4840,32076.93,59.49,56.2275
13-Jul-09,4883,32076.93,60.71,56.2275
14-Jul-09,5011,32076.93,59.25,56.2275
15-Jul-09,5181.5,32076.93,60.35,56.2275
16-Jul-09,5231.5,32076.93,64.02999878,56.2275
17-Jul-09,5230,32076.93,65.23999786,56.2275
20-Jul-09,5400,32076.93,65.98000336,56.2275
21-Jul-09,5345,32076.93,65.2,56.2275
22-Jul-09,5342,32076.93,66.31999969,56.2275
23-Jul-09,5474,32076.93,68.13,56.2275
24-Jul-09,5551,32076.93,69.91,56.2275
27-Jul-09,5615,32076.93,70.1,56.2275
28-Jul-09,5615,32076.93,68.94,56.2275
29-Jul-09,5410.5,32076.93,65.05,56.2275
30-Jul-09,5497,32076.93,69.14,56.2275
31-Jul-09,5750,32076.93,71,56.2275
3-Aug-09,5751,32077.93,71,56.2275
4-Aug-09,5917,32847.81718,72.24,56.2275
5-Aug-09,6132,32847.81718,72.74,56.2275
6-Aug-09,6035,32847.81718,71.31,56.2275
7-Aug-09,5964,32847.81718,70.14,56.2275
10-Aug-09,6197,32847.81718,70.51,56.2275
11-Aug-09,6136,32847.81718,69.82,56.2275
12-Aug-09,6029,32847.81718,73.12,56.2275
13-Aug-09,6418.91336,32847.81718,73.46,56.2275
14-Aug-09,6386,32847.81718,70.48,56.2275
17-Aug-09,6096,32847.81718,69.65,56.2275
18-Aug-09,6116,32847.81718,70.11,56.2275
19-Aug-09,5947,32847.81718,72.3,56.2275
20-Aug-09,6122,32847.81718,72.19,56.2275
21-Aug-09,6135,32847.81718,73.18,56.2275
24-Aug-09,6361,32847.81718,72.88,56.2275
25-Aug-09,6285.5,32847.81718,70.05,56.2275
26-Aug-09,6305,32847.81718,70.66,56.2275
27-Aug-09,6261,32847.81718,71.9,56.2275
28-Aug-09,6490.5,32847.81718,72,56.2275
31-Aug-09,6490.5,32847.81718,68.46,56.2275
1-Sep-09,6240.5,33545.42982,66.7,56.2275
2-Sep-09,6080,33545.42982,66.92,56.2275
3-Sep-09,6280,33545.42982,66.47,56.2275
4-Sep-09,6280,33545.42982,65.94,56.2275
7-Sep-09,6297.5,33545.42982,67.09,56.2275
8-Sep-09,6465.5,33545.42982,69.16,56.2275
9-Sep-09,6415.5,33545.42982,69.81,56.2275
10-Sep-09,6305,33545.42982,69.63,56.2275
11-Sep-09,6290,33545.42982,66.99,56.2275
14-Sep-09,6145.5,33545.42982,66.83,56.2275
15-Sep-09,6156,33545.42982,66.83,56.2275
16-Sep-09,6315.5,33545.42982,71.81,56.2275
17-Sep-09,6302,33545.42982,71.4,56.2275
18-Sep-09,6231,33545.42982,70.55,56.2275
21-Sep-09,6089,33545.42982,68.1,56.2275
22-Sep-09,6295.5,33545.42982,69.93,56.2275
23-Sep-09,6111,33545.42982,66.92,56.2275
24-Sep-09,6089.5,33545.42982,64.65,56.2275
25-Sep-09,5966,33545.42982,65.07,56.2275
28-Sep-09,5896,33545.42982,65.73,56.2275
29-Sep-09,5934.5,33545.42982,65.34,56.2275
30-Sep-09,6136,33545.42982,69,56.2275
1-Oct-09,6082,33928.794,68.31,56.2275
2-Oct-09,5872,33928.794,67.57,56.2275
5-Oct-09,5856,33928.794,68,56.2275
6-Oct-09,6042,33928.794,68.98,56.2275
7-Oct-09,6060.5,33928.794,67.44,56.2275
8-Oct-09,6241.5,33928.794,69.25,56.2275
9-Oct-09,6265.5,33928.794,70.27,56.2275
12-Oct-09,6236,33928.794,70.87,56.2275
13-Oct-09,6282,33928.794,72.25,56.2275
14-Oct-09,6192,33928.794,72.92,56.2275
15-Oct-09,6077,33928.794,74.41,56.2275
16-Oct-09,6160.5,33928.794,76.58,56.2275
19-Oct-09,6260,33928.794,77.09,56.2275
20-Oct-09,6444,33928.794,76.1,56.2275
21-Oct-09,6346,33928.794,78.79,56.2275
22-Oct-09,6565.5,33928.794,79.12,56.2275
23-Oct-09,6640,33928.794,77.52,56.2275
26-Oct-09,6675.5,33928.794,76.62,56.2275
27-Oct-09,6563,33928.794,77.91,56.2275
28-Oct-09,6475,33928.794,75.15,56.2275
29-Oct-09,6424.5,33928.794,77.83,56.2275
30-Oct-09,6575,33928.794,77.68,56.2275
2-Nov-09,6473,34413.806,75.88,56.2275
3-Nov-09,6395.5,34413.806,77.43,56.2275
4-Nov-09,6571,34413.806,78.05,56.2275
5-Nov-09,6527.5,34413.806,77.42,56.2275
6-Nov-09,6532,34413.806,75.26,56.2275
9-Nov-09,6565,34413.806,76.83,56.2275
10-Nov-09,6475,34413.806,76.71,56.2275
11-Nov-09,6595.5,34413.806,77.38,56.2275
12-Nov-09,6475,34413.806,75.41,56.2275
13-Nov-09,6500,34413.806,75.41,56.2275
16-Nov-09,6700.5,34413.806,75.4,56.2275
17-Nov-09,6761,34413.806,78.14,56.2275
18-Nov-09,6926,34413.806,79.2,56.2275
19-Nov-09,6761,34413.806,79.47,56.2275
20-Nov-09,6731,34413.806,77.11,56.2275
23-Nov-09,6945.5,34413.806,77.31,56.2275
24-Nov-09,6865,34413.806,76.24,56.2275
25-Nov-09,6914,34413.806,78.38,56.2275
26-Nov-09,6914,34413.806,77.22,56.2275
27-Nov-09,6755,34413.806,76.99,56.2275
30-Nov-09,6814.5,34413.806,78.74,56.2275
1-Dec-09,6990,34413.806,77.79,56.2275
2-Dec-09,7055,34413.806,76.63,56.2275
3-Dec-09,7071,34413.806,76.43,56.2275
4-Dec-09,7026,34413.806,76.67,56.2275
7-Dec-09,6920.5,34413.806,76.66,56.2275
8-Dec-09,6960.5,34413.806,75.3,56.2275
9-Dec-09,6935,34413.806,74.46,56.2275
10-Dec-09,6810,34413.806,70.92,56.2275
11-Dec-09,6871,34413.806,70.33,56.2275
14-Dec-09,6920,34413.806,74.4,56.2275
15-Dec-09,6800.5,34413.806,70.92,56.2275
16-Dec-09,6946,34413.806,72.4,56.2275
17-Dec-09,6900.5,34413.806,72.96,56.2275
18-Dec-09,6841,34413.806,73.5,56.2275
21-Dec-09,6880,34413.806,72.5,56.2275
22-Dec-09,6856,34413.806,72.7,56.2275
23-Dec-09,6901,34413.806,74.99,56.2275
24-Dec-09,7070,34413.806,75.49,56.2275
25-Dec-09,7071,34414.806,75.49,56.2275
28-Dec-09,7071,34414.806,76.98,56.2275
29-Dec-09,7221,34414.806,77.32,56.2275
30-Dec-09,7295,34414.806,78.19,56.2275
31-Dec-09,7346,34414.806,78.24,56.2275
1-Jan-10,7347,34415.806,78.24,56.2275
4-Jan-10,7464,28703.40058,78.23,56.2275
5-Jan-10,7436,28703.40058,79.94,56.2275
6-Jan-10,7587.5,28703.40058,79.63,56.2275
7-Jan-10,7594,28703.40058,81.05,56.2275
8-Jan-10,7446,28703.40058,81.05,56.2275
11-Jan-10,7685,28703.40058,79.83,56.2275
12-Jan-10,7425,28703.40058,78.31,56.2275
13-Jan-10,7391,28703.40058,78.08,56.2275
14-Jan-10,7454,28703.40058,77.36,56.2275
15-Jan-10,7405.5,28703.40058,77.1,56.2275
18-Jan-10,7507,28703.40058,77.35,56.2275
19-Jan-10,7442,28703.40058,77.56,56.2275
20-Jan-10,7446,28703.40058,75.79,56.2275
21-Jan-10,7347,28703.40058,74.39,56.2275
22-Jan-10,7240,28703.40058,72.5,56.2275
25-Jan-10,7409,28703.40058,73.75,56.2275
26-Jan-10,7306,28703.40058,73.28,56.2275
27-Jan-10,7244,28703.40058,72.34,56.2275
28-Jan-10,7042,28703.40058,72.48,56.2275
29-Jan-10,6854,28703.40058,71.45,56.2275
1-Feb-10,6675,39712.85882,73.71,56.2275
2-Feb-10,6865,39712.85882,75.84,56.2275
3-Feb-10,6853,39712.85882,75.97,56.2275
4-Feb-10,6571,39712.85882,71.78,56.2275
5-Feb-10,6242,39712.85882,69.77,56.2275
8-Feb-10,6329,39712.85882,69.68,56.2275
9-Feb-10,6485,39712.85882,72.17,56.2275
10-Feb-10,6610.5,39712.85882,72.81,56.2275
11-Feb-10,6672.5,39712.85882,73.05,56.2275
12-Feb-10,6766,39712.85882,72.97,56.2275
15-Feb-10,6841,39712.85882,72.58,56.2275
16-Feb-10,6940,39712.85882,75.99,56.2275
17-Feb-10,7119.5,39712.85882,76.18,56.2275
18-Feb-10,7086,39712.85882,76.67,56.2275
19-Feb-10,7193,39712.85882,77.97,56.2275
22-Feb-10,7338,39712.85882,77.84,56.2275
23-Feb-10,7227,39712.85882,76.91,56.2275
24-Feb-10,7032,39712.85882,77.77,56.2275
25-Feb-10,7046,39712.85882,75.68,56.2275
26-Feb-10,7072,39712.85882,76.84,56.2275
1-Mar-10,7335,35185.416,77.18,56.2275
2-Mar-10,7359,35185.416,77.83,56.2275
3-Mar-10,7483.5,35185.416,78.73,56.2275
4-Mar-10,7485.5,35185.416,78.5,56.2275
5-Mar-10,7466.5,35185.416,79.8,56.2275
8-Mar-10,7467.5,35186.416,79.8,56.2275
9-Mar-10,7395,35185.416,79.14,56.2275
10-Mar-10,7524,35185.416,79.86,56.2275
11-Mar-10,7384.5,35185.416,80.17,56.2275
12-Mar-10,7385.5,35186.416,80.17,56.2275
15-Mar-10,7470,35185.416,78.06,56.2275
16-Mar-10,7330,35185.416,80.59,56.2275
17-Mar-10,7341.5,35185.416,80.4,56.2275
18-Mar-10,7488,35185.416,79.53,56.2275
19-Mar-10,7476,35185.416,78.01,56.2275
22-Mar-10,7461,35185.416,79.16,56.2275
23-Mar-10,7300.5,35185.416,78.8,56.2275
24-Mar-10,7404.5,35185.416,77.9,56.2275
25-Mar-10,7310.5,35185.416,78.07,56.2275
26-Mar-10,7347,35185.416,78.29,56.2275
29-Mar-10,7490.5,35185.416,78.28,56.2275
30-Mar-10,7635,35185.416,80.32,56.2275
31-Mar-10,7786,35185.416,80.06,56.2275
1-Apr-10,7881,42284.228,83.06,56.2275
2-Apr-10,7882,42285.228,83.06,56.2275
5-Apr-10,7883,42286.228,83.06,56.2275
6-Apr-10,7950.5,42284.228,83.81,56.2275
7-Apr-10,7908,42284.228,82.86,56.2275
8-Apr-10,7795.5,42284.228,82.7,56.2275
9-Apr-10,7896,42284.228,82.64,56.2275
12-Apr-10,7915,42284.228,82.32,56.2275
13-Apr-10,7845,42284.228,81.93,56.2275
14-Apr-10,7924.5,42284.228,83.89,56.2275
15-Apr-10,7875,42284.228,84.22,56.2275
16-Apr-10,7905.5,42284.228,84.25,56.2275
19-Apr-10,7656,42284.228,83.2,56.2275
20-Apr-10,7787,42284.228,82.84,56.2275
21-Apr-10,7666,42284.228,84.33,56.2275
22-Apr-10,7661,42284.228,84.65,56.2275
23-Apr-10,7660,42284.228,86.29,56.2275
26-Apr-10,7760,42284.228,85.57,56.2275
27-Apr-10,7645,42284.228,84.06,56.2275
28-Apr-10,7410.5,42284.228,85.22,56.2275
29-Apr-10,7390,42284.228,86.52,56.2275
30-Apr-10,7365,42284.228,86.79,56.2275
3-May-10,7175.5,37279.786,81.44,56.2275
4-May-10,6801,37279.786,78.72,56.2275
5-May-10,6945,37279.786,76.1,56.2275
6-May-10,6872,37279.786,74.98,56.2275
7-May-10,7165.5,37279.786,77.02,56.2275
10-May-10,6885,37279.786,76.56,56.2275
11-May-10,7082,37279.786,77.13,56.2275
12-May-10,7010.5,37279.786,80.55,56.2275
13-May-10,6955.5,37279.786,77.67,56.2275
14-May-10,6721,37279.786,75.26,56.2275
17-May-10,6605.5,37279.786,74.01,56.2275
18-May-10,6465.5,37279.786,73.29,56.2275
19-May-10,6500,37279.786,68.59,56.2275
20-May-10,6639,37279.786,71.67,56.2275
21-May-10,6770.5,37279.786,70.57,56.2275
24-May-10,6685,37279.786,70.5,56.2275
25-May-10,6686,37280.786,70.5,56.2275
26-May-10,6836,37279.786,70.83,56.2275
27-May-10,6875.5,37279.786,74.58,56.2275
28-May-10,6925.5,37279.786,73.76,56.2275
31-May-10,6925.5,37279.786,74.22,56.2275
1-Jun-10,6715,37279.786,72.14,56.2275
2-Jun-10,6605,37279.786,75.09,56.2275
3-Jun-10,6220.5,37279.786,76.21,56.2275
4-Jun-10,6450,37279.786,72.11,56.2275
7-Jun-10,6157,37279.786,72.02,56.2275
8-Jun-10,6091,37279.786,72.91,56.2275
9-Jun-10,6295.5,37279.786,73.85,56.2275
10-Jun-10,6292,37279.786,75.3,56.2275
11-Jun-10,6462,37279.786,74.94,56.2275
14-Jun-10,6610,37279.786,74.64,56.2275
15-Jun-10,6625,37279.786,76.52,56.2275
16-Jun-10,6592.5,37279.786,77.05,56.2275
17-Jun-10,6480.5,37279.786,77.26,56.2275
18-Jun-10,6315.5,37279.786,77.05,56.2275
21-Jun-10,6607,37279.786,77.03,56.2275
22-Jun-10,6460,37279.786,76.37,56.2275
23-Jun-10,6576,37279.786,74.61,56.2275
24-Jun-10,6525.5,37279.786,75.37,56.2275
25-Jun-10,6604.5,37279.786,77.29,56.2275
28-Jun-10,6800,37279.786,76.39,56.2275
29-Jun-10,6585,37279.786,73.84,56.2275
30-Jun-10,6515,37279.786,73.42,56.2275
1-Jul-10,6354,36023.164,71.16,56.2275
2-Jul-10,6430.5,36023.164,70.73,56.2275
5-Jul-10,6431.5,36024.164,70.73,56.2275
6-Jul-10,6432.5,36025.164,70.73,56.2275
7-Jul-10,6545,36023.164,73.54,56.2275
8-Jul-10,6641,36023.164,74.47,56.2275
9-Jul-10,6680.5,36023.164,74.86,56.2275
12-Jul-10,6630.5,36023.164,73.55,56.2275
13-Jul-10,6596,36023.164,75.55,56.2275
14-Jul-10,6694.5,36023.164,74.95,56.2275
15-Jul-10,6656,36023.164,74.83,56.2275
16-Jul-10,6650,36023.164,73.85,56.2275
19-Jul-10,6514,36023.164,74.14,56.2275
20-Jul-10,6526,36023.164,74.68,56.2275
21-Jul-10,6771,36023.164,73.79,56.2275
22-Jul-10,6920,36023.164,76.35,56.2275
23-Jul-10,6995,36023.164,75.88,56.2275
26-Jul-10,6995.5,36023.164,75.65,56.2275
27-Jul-10,7091.5,36023.164,74.13,56.2275
28-Jul-10,7120,36023.164,74.42,56.2275
29-Jul-10,7206,36023.164,76.13,56.2275
30-Jul-10,7190,36023.164,76.58,56.2275
2-Aug-10,7191,36024.164,76.58,56.2275
3-Aug-10,7360,39038.40936,81.09,56.2275
4-Aug-10,7370.5,39038.40936,80.32,56.2275
5-Aug-10,7395,39038.40936,80.08,56.2275
6-Aug-10,7420,39038.40936,78.99,56.2275
9-Aug-10,7425,39038.40936,79.62,56.2275
10-Aug-10,7225,39038.40936,78.51,56.2275
11-Aug-10,7204,39038.40936,75.39,56.2275
12-Aug-10,7180,39038.40936,74.29,56.2275
13-Aug-10,7200,39038.40936,74.05,56.2275
16-Aug-10,7205,39038.40936,73.65,56.2275
17-Aug-10,7315.5,39038.40936,74.87,56.2275
18-Aug-10,7353.5,39038.40936,74.62,56.2275
19-Aug-10,7442,39038.40936,73.99,56.2275
20-Aug-10,7205.5,39038.40936,72.81,56.2275
23-Aug-10,7250,39038.40936,71.98,56.2275
24-Aug-10,7171,39038.40936,70.87,56.2275
25-Aug-10,7067,39038.40936,72.75,56.2275
26-Aug-10,7195.5,39038.40936,73.5,56.2275
27-Aug-10,7287,39038.40936,75.77,56.2275
30-Aug-10,7287,39038.40936,74.72,56.2275
